repeat,"반복하다, 되풀이하다, 따라하다, 재방송, 반복"
beach,"해변, 바닷가, 해수욕장, 바닷가로 오다, 가져오다"
explicit,"분명한, 명쾌한, 명백한, 노골적인, 솔직한, 터놓고 말하는"
flower,"꽃, 화초, 꽃을 피우다, 개화하다, 번성하게 하다"
yard,"마당, 뜰, 운동장, 야드"
magic,"마법, 마술, 마력, 마법의, 마력을 발휘하는, 아주 특별한"
precise,"정확한, 정밀한, 엄밀한, 꼼꼼한"
cotton,"목화, 면직물, 면화, 솜"
appointment,"약속, 임명, 지명, 직위, 직책"
log,"통나무, 기록, 일지에 기록하다, 항해하다, 벌목하다"
laboratory,실험실
mercy,"자비, 고마운 일, 다행스러운 일"
utility,"공익사업, 유용성"
shame,"수치심, 망신, 애석한 일, 부끄럽게 하다, 망신시키다"
professor,"교수, 정교수"
citizen,"시민, 주민"
journal,"신문, 잡지, 저널, 학술지, 일기"
classic,"일류의, 전형적인, 대표적인, 고전적인, 고전, 명작, 모범"
jury,"배심원단, 심사위원단"
beam,"빛줄기, 기둥, 환한 미소, 활짝 웃다, 방송하다, 비추다"
correlation,"상호 관계, 연관성"
cloth,"옷감, 직물, 천"
odd,"이상한, 특이한, 특별한 형태가 없는, 다양한, 홀수의"
commerce,"무역, 상업"
routine,"정례적인, 일상적인, 지루한, 틀, 일상"
asset,"자산, 재산, 유산"
mad,"미친, 정신이상인, 말도 안 되는, 정신 나간, 터무니 없는"
corn,"옥수수, 곡식, 낟알, 곡물을 심다, 소금에 절이다"
miss,"놓치다, 이해 하지 못하다, 그리워하다, (여성) 양, 아가씨"
knife,"칼, 나이트, 칼로 찌르다"
steam,"증기, 김, 증기력, 수증기, 찌다, 빠르게 가다"
ritual,"의식 절차, 의례, 의식상의, 의례적인"
dispute,"분쟁, 분규, 반박하다, 이의를 제기하다, 분쟁을 벌이다"
affection,"애착, 보살핌, 애정"
defeat,"패배시키다, 무산시키다, 패배, 타도, 타파"
attorney,"변호사, 대리인"
insight,"통찰력, 이해, 간파"
shell,"껍데기, 뼈대, 조개, 포탄, 겉모습, 포격하다, 껍질을 까다"
legitimate,"정당한, 타당한, 적당한, 합법적인, 적법한, 적출인"
stem,"줄기, 손잡이 부분, 막다"
satisfy,"만족시키다, 충족시키다, 확신하게 하다, 납득시키다"
crown,"왕관, 왕위, 맨 위, 꼭대기, 왕위에 앉히다, 꼭대기에 ~이 있다"
trail,"자국, 흔적, 자취, 오솔길, 산길, 끌다, 느릿느릿 걷다, 추적하다"
bitter,"격렬한, 억울해 하는, 쓰라린, 맛이 쓴, 혹독한, 매서운"
pursue,"추구하다, 밀고 나가다, 계속하다, 뒤쫓다"
priority,"우선 사항, 우선, 우선권"
curriculum,교육과정
repective,"각자의, 각각의"
theology,신학
ongoing,계속 진행 중인
stroke,"타법, 타격, 치기, 때리기, 수영법, 획, 뇌졸증, 발작"
wing,"날개, 계파, 날아가다, 신속히 보내지다, 발송되다"
appreciate,"진가를 알아보다, 고마워하다, 인식하다, 가치가 오르다"
repair,"수리하다, 바로잡다, 수리, 보수, 수선"
migration,"이주, 이동"
evaluate,"평가하다, 감정하다"
palace,"궁전, 왕실, 대궐 같은 집, 대저택"
yesterday,"어제, 과거"
rent,"집세, 방세, 지대, 임차료, 빌리다, 임차하다, 임대하다"
paint,"페인트, 그림물감, 그리다, 화장을 하다"
discharge,"떠나는 것을 허락하다, 해고하다, 이행하다, 방출, 배출"
agriculture,"농업, 농경"
salvation,"구원, 구조, 구제"
privilege,"특전, 특혜"
kiss,"입을 맞추다, 키스하다, 부드럽게 닿다, 키스, 입맞춤"
cloud,"구름, 자욱한 것, 흐리다, 우울하게 만들다"
refuse,"거절하다, 사절하다, 쓰레기"
wake,"깨다, 일깨우다, 배가 지나간 자국"
drama,"드라마, 연극, 극적인 사건, 극적임"
acknowledge,"인정하다, 받았음을 알리다, 감사를 표하다"
province,"주, 도, 지방, 분야"
seldom,"좀처럼 ~ 않는, 드물게, 어쩌다가"
pipe,"배관, 파이프, 피리, 송신하다, 피리를 불다"
illustrate,"삽화를 쓰다, 분명히 보여주다"
infant,"유아, 젖먹이, 아기, 유아용의, 초창기의, 초기의"
realm,"영역, 범위, 왕국"
enthusiasm,"열광, 열정, 열의, 열광하는 대상"
sport,"스포츠, 재미, 장난, 자랑스럽게 보이다, 즐겁게 놀다"
grief,"비탄, 큰 슬픔, 고민"
counsel,"조언, 충고, 변호인, 상담을 하다, 충고하다"
fee,"요금, 회비, 수수료"
fever,"열, 고열, 흥분, 초조, 열기, 과열"
replace,"대신하다, 바꾸다, 다시 놓다, 대체하다"
facility,"시설, 기능, 재능"
virtual,"사실상의, 거의 ~과 다름없는, 가상의"
thesis,"학위 논문, 논지"
bore,"지루하게 만들다, 뚫다, 지겨운 사람, 구멍"
clock,"시계, 기록하다, 재다, 측정하다"
strict,"엄격한, 엄밀한"
eager,"열렬한, 간절히 바라는, 열심인"
sole,"유일한, 단 하나의, 발바닥, 바닥, 밑창"
reliable,"신뢰할 수 있는, 믿을 만한"
bow,"절하다, 숙이다, 휘다, 굽다, 인사, 활, 곡선, 나비매듭"
grateful,"고마워하는, 감사하는"
resist,"저항하다, 참다, 견디다, 반대하다, 굴하지 않다, 강하다"
copper,"구리, 동, 동전, 경찰관"
pace,"속도, 보폭, 속도를 유지하다, 보조를 맞추어 걷다"
venture,"모험, 모험적 사업, 가다, ~에 걸다"
neutral,"중립적인, 중간색의, 중성의, 중립, 중간색, 중립국가"
suspect,"의심하다, 수상쩍어 하다, 혐의자, 용의자"
grip,"꽉 붙잡음, 움켜쥠, 이해, 파악, 통제, 움켜잡다, 사로잡다"
scarcely,"거의 ~않다, 겨우, 간신히, 가까스로, ~하자마자, 결코 ~가 아닌"
march,"행진하다, 행군하듯 걷다, 데려가다, 행군"
dare,"~할 용기가 있다, 감히 ~하다, ~해보라고 하다, 모험, 도전"
luck,"좋은 운, 행운, 운, 운명"
rice,"쌀, 벼, 밥"
tip,"끝, 조언, 봉사료, 기울어지다, 팁을 주다, 살짝 건드리다"
mankind,"인류, 인간, 사람들"
suicide,"자살, 자살하다"
filter,"여과 장치, 필터, 여과하다, 서서히 이동하다, 새어 들어오다"
handsome,"멋진, 잘생긴, 당당하게 아름다운, 보기 좋은, 후한"
delicate,"연약한, 여린, 다치기 쉬운, 허약한, 섬세한, 우아한, 세심한"
render,"만들다, 제공하다, 제시하다, 옮기다, 번역하다"
settle,"끝내다, 합의를 보다, 결정하다, 정착하다, 앉다, 가라앉다"
inevitable,"불가피한, 필연적인, 반드시 있는, 언제든지 예상할 수 있는"
restaurant,"식당, 레스토랑"
enhance,"높이다, 향상시키다"
prince,"왕자, 세자, 태자"
devil,"악마, 악령, 마귀, 말썽꾸러기"
queen,"여왕, 왕비, 왕후"
virus,"바이러스, 병균"
package,"포장, 소포, 상자, 꾸러미"
attribute,"~을 결과로 보다, ~것의 책임이라고 보다, 자질, 속성"
agenda,"의제, 안건"
brave,"용감한, 용기있는, 용감히 대면하다, 용기 있는 사람들"
throne,"왕좌, 옥좌, 왕위, 보위"
lift,"들어 올리다, 풀다, 폐지하다, 좋아지다, 승강기, 고무됨"
factory,"공장, 제작소"
magnitude,"규모, 중요도, 광도, 지진 규모"
carbon,탄소
implement,"시행하다, 기구, 도구"
cap,"모자, 뚜껑, 한도, 덮다, 한도를 정하다"
probable,"있을 것 같은, 개연성 있는, 그럴듯한"
adapt,"맞추다, 조정하다, 적응하다, 개작하다, 각색하다"
ray,"광선, 선, 빛살, 가오리"
reign,"통치 기간, 책임 맡는 기간, 다스리다, 지배하다"
intimate,"친밀한, 사적인, 분위기 있는, 조예 깊은, 넌지시 알리다"
loop,"고리, 순환, 폐회로, 고리 모양을 만들다"
generous,"후한, 너그러운, 넉넉한, 관대한"
arrest,"체포하다, 막다, 끌다, 심장이 멎다, 체포, 저지"
truck,"트럭, 화물차, 손수레, 리어카, 트럭으로 운반하다"
collect,"모으다, 수집하다, 쌓이다, 데리러 가다, 모금하다, 수신자 부담의"
chart,"도표, 차트, 해도, 기록하다, 계획을 세우다, 지도를 만들다"
switch,"스위치, 전환, 전환되다, 바꾸다, 바꿔 하다"
gross,"총, 전체, 중대한, 역겨운, 아주 무례한, 수익을 올리다"
carriage,"객차, 마차, 운반, 수송"
cousin,"사촌, 친척, 형제 같은 사람들"
artificial,"인공의, 인조의, 인위적인, 거짓된, 꾸민"
resolve,"해결하다, 다짐하다, 의결하다, 결심, 결의"
compound,"화합물, 합성의, 악화시키다, 구성되다, 복리로 지불하다"
acquire,"습득하다, 얻다, 획득하다, 취득하다"
inherent,"내재하는, 고유의, 타고난"
tour,"여행, 관광, 방문, 순회, 순방, 순회하다, 관광하다"
gather,"모으다, 수집하다, 수확하다, 이해하다, 알다"
protest,"항의, 반대, 시위, 항의하다, 이의를 제기하다, 주장하다"
crop,"농작물, 수확량, 무리, 경작하다, 뜯어먹다, 자르다"
prospect,"가망, 가능성, 예상, 예상 후보, 조망, 전망, 탐사하다"
beer,"맥주, 맥주 한 잔"
inferior,"못한, 질 낮은, 열등한, 하위의, 더 낮은"
ministry,"부처, 목사, 성직자"
passive,"수동적인, 소극적인, 수동태인, 수동태"
harmony,"조화, 화합, 화음, 화성, 배합, 조화"
distress,"고통, 괴로움, 고충, 곤경, 조난"
fool,"바보, 속이다, 기만하다, 어릿광대 짓을 하다, 바보 같은"
horror,"공포, 경악, 참상, 참혹한 경험, 공포물"
knee,"무릎, 무릎으로 치다, 밀다"
leaf,"나뭇잎, 잎, 낱장, 책장"
employ,"고용하다, 쓰다, 이용하다"
slope,"경사지, 비탈, 경사면, 기울기, 경사지다, 기울어지다"
organ,"장기, 오르간, 기관, 음경"
giant,"거인, 거인 같은 사람, 거대 조직, 거대한, 위대한"
elderly,"연세가 드신, 나이든, 어르신들"
verbal,"언어의, 말로된, 동사의"
statute,"법규, 법령, 규정, 학칙"
segment,"부분, 한 쪽, 활꼴"
elite,엘리드 (계층)
furniture,가구
excuse,"번명, 이유, 핑계, 용서하다, 변명하다, 양해를 구하다"
combat,"전투, 싸움, 방지하다, 싸우다"
primitive,"원시사회의, 초기의, 원시적인 단계의, 원초적인"
sorrow,"슬픔, 비애, 슬픈 일, 슬퍼하다"
cook,"요리하다, 요리되다, 짓다, 요리사"
pen,"펜, 가축의 우리, 글 등을 쓰다, 가두다"
disaster,"참사, 재난, 재해, 재앙, 완전한 실패자"
width,"폭, 너비"
monitor,"화면, 모니터, 학급 위원, 모니터 요원, 추적 관찰하다, 감시하다"
imperial,"제국의, 황제의, 야드 및 파운드법에 의한"
naked,"벌거벗은, 노골적인, 무방비로 노출된"
folk,"사람들, 여러분, 민요, 민속의, 전통적인, 민간의"
shoot,"쏘다, 발사되다, 사냥하다, 촬영하다, 싹, 촬영"
retain,"유지하다, 보유하다, 함유하다, 간직하다"
convention,"관습, 관례, 조약, 협약, 전통, 관습, 대회"
attach,"붙이다, 첨부하다, 연관짓다, 의미를 두다, 애착을 갖다"
exhibit,"전시하다, 보이다, 전시품, 증거물"
immense,"엄청난, 어마어마한"
talent,"재주, 재능, 장기, 재능 있는 사람들"
bias,"편견, 편향, 성퍙, 편견을 갖게 하다"
label,"표, 상표, 딱지, 꼬리표, 음반사, 라벨을 붙이다"
pity,"연민, 동정, 불쌍히 여김, 유감, 애석해하다, 연민을 느끼다"
draft,"원고, 초안, 수표, 초안을 작성하다, 선발하다"
aesthetic,"심미적, 미학적, 미적인, 미를 살려 만든"
synthesis,"종합, 통합, 합성"
ceremony,"의식, 식, 의례, 양식, 형식, 격식"
export,"수출하다, 전하다, 수출, 수출품"
shelter,"피신, 대피, 대피처, 보호소, 주거지"
rush,"급히 움직이다, 서두르다, 재촉하다, 갑자기 덤벼들다, 혼잡"
hungry,"배고픈, 굶주리는, 허기지게 만드는"
guest,"손님, 하객, 내빈, 투숙객, 게스트로 참여하다"
flag,"기, 깃발, 국기, 표시를 하다, 지치다, 약해지다, 시들해지다"
weapon,"무기, 병장, 무장하다"
cream,"크림, 최고의 인물들, 섞어서 크림처럼 되게 하다, 완패시키다"
planet,"행성, 혹성, 세상"
bold,"용감한, 대담한, 선명한, 굵은, 볼드체의"
subtle,"미묘한, 감지하기 힘든, 교묘한, 절묘한, 예리한"
grasp,"꽉 잡다, 완전히 이해하다, 꽉 지기, 이해, 능력"
leteral,"옆의, 옆으로의, 측음"
scenario,"각본, 대본"
bell,"종, 종소리, 초인종, 벨"
convenient,"편리한, 간편한, 가까운, 접근이 편리한"
tie,"묶다, 달다, 결부시키다, 얽매다, 동점을 이루다, 넥타이, 유대"
blank,"비어있는, 백지의, 멍한, 빈칸, 여백, 싹 무시하다"
accomplish,"성취하다, 완수하다, 해내다"
aggressive,"공격적인, 대단히 적극적인"
cruel,"잔혹한, 잔인한, 고통스러운, 괴로운"
romantic,"로맨틱한, 연애의, 낭만적인, 낭만파의"
guarantee,"굳은 약속, 확약, 품질보증서, 보장, 담보"
register,"등록하다, 기록하다, 표명하다, 등기로 보내다, 기록, 목록"
ideology,"이데올로기, 이념, 관념"
desperate,"필사적인, 극단적인, 대단히 위험한, 절망적인"
cabin,"객식, 선실, 오두막집"
divide,"나누다, 분열시키다, 나뉘다, 차이점, 분수령"
pulse,"맥박, 맥, 리듬, 고동, 진동, 파동, 활기가 넘치다"
static,"고정된, 고정적인, 정지 상태의"
remark,"발언, 말, 논평, 주목, 언급하다"
connect,"연결하다, 잇다, 이어지다, 접속하다, 관련이 있다"
horizon,"수평선, 지평선, 시야"
reserve,"예약하다, 보유하다, 보류하다, 비축, 보호구역, 내성적임, 신중함"
patent,"특허, 특허의, 전매특허품인, 뻔한, 명백한"
tumor,종양
hang,"걸리다, 매달다, 늘어지다, 교수형에 처하다"
coach,"코치, 코치하다, 지도하다, 지시하다"
slip,"미끄러지다, 벗겨지다, 슬며시 오다, 떨어지다, 미끄러짐"
mathmatics,"수학, 계산"
autonomy,"자치권, 자율성, 자주성"
protocol,"외교 의례, 조약 원안, 통신규약"
gravity,"중력, 심각성, 중대성, 엄숙함"
awful,"끔찍한, 지독한, 무시무시한, 엄청, 되게, 굉장히"
tower,"탑, 망루, 고층건물"
colony,"식민지, 집단, 거주지, 군집"
jump,"뛰다, 점프하다, 급증하다, 급등하다, 뜀질, 급증"
pitch,"던지다, 곤두박질치다, 설치하다, 정도, 음색, 권유"
kid,"아이, 청소년, 새끼 염소, 농담하다, 스스로를 속이다"
liable,"법적 책임이 있는, ~할 것 같은, 영향을 받기 쉬운"
bulk,"대부분, 규모, 육중한 것"
inventory,"물품 목록, 재고, ~의 목록을 만들다"
cluster,"무리, 송이"
fraction,"부분, 일부, 분수"
fix,"고치다, 수리하다, 바로잡다, 고정시키다, 위치결정, 곤경, 해결책"
recover,"회복되다, 되찾다, 만회하다"
pack,"싸다, 포장하다, 빽빽이 채우다, 다지다, 묶음, 배낭, 무리"
pilot,"조종사, 비해아, 견본 프로그램, 도선사, 조종하다, 시험하다"
embrace,"안다, 포옹하다, 받아들이다, 포괄하다"
adjacent,"인접한, 가까운"
graduate,"대학 졸업자, 졸업자, 졸업하다, 학위를 받다"
shade,"그늘, 갓, 음영, 미묘한 차이, 그늘지게 하다"
burn,"타오르다, 불에 타다, 화끈거리다, 화상을 입다, 화상"
stupid,"어리석은, 둔한, 멍청한, 바보 같은, 바보"
impluse,"충동, 충격, 자극"
expand,"확대되다, 확장되다, 팽창되다, 말을 덧붙이다"
retreat,"후퇴하다, 철수하다, 물러나다, 떨어지다, 후퇴"
divorce,"이혼, 분리, 단절, 이혼하다, ~와 분리하다"
hierarchy,"계급, 계층, 지배층, 체계"
entertain,"접대하다, 즐겁게 해주다, 품다"
pause,"잠시 멈추다, 정지시키다, 멈춤, 늘임표"
dawn,"새벽, 여명, 동일 틀 무렵"
pour,"붓다, 따르다, 마구 쏟아지다, 흘러나오다"
leather,"가죽, 피혁"
cheek,"볼, 뺨, 무례, 무례하게 말하다"
emerge,"나오다, 부상하다, 헤쳐 나오다"
submit,"제출하다, 항복하다, 굴복하다, 말하다, 진술하다"
hostile,"적대적인, 강력히 반대하는, 어렵게 하는, 적군의"
shed,"떨어뜨리다, 흘리다, 벗다, 털갈이를 하다, 비추다, 헛간"
vulnerable,"취약한, 연약한, 영향 받기 쉬운"
faint,"희미한, 아주 작은, 열외 없는, 실신할 것 같은, 실신"
ignore,"무시하다, 못 본 척하다, 묵살하다"
powder,"가루, 분말, 파우더를 바르다"
bacteria,"박테리아, 세균"
expedition,"탐험, 원정, 탐험대, 여해"
edit,"수정하다, 편집하다, 편집장을 하다"
optical,"시각적인, 시력을 보완하는, 광학의"
dull,"따분한, 재미없는, 흐릿한, 둔탁한, 둔한, 누그러지다"
alarm,"불안, 공포, 경보, 경고신호, 경보장치, 불안하게 만들다"
dirty,"더러운, 지저분한, 추잡한, 비열한, 정직하지 못한, 더럽히다"
alter,"변하다, 달라지다, 바꾸다, 고치다"
mild,"가벼운, 순한, 온화한, 포근한, 가벼운"
photograph,사진
mouse,"쥐, 생쥐"
void,"빈 공간, 공동, 공허감"
elaborate,"정교한, 정성을 들인, 자세히 설명하다, 상술하다"
supreme,"최고의, 최대의, 지대한"
sentiment,"정서, 감정, 감상"
secular,"세속적인, 일반 대중들 속에 사는"
cheap,"싼, 돈이 적게 드는, 싸구려의, 천박한, 저질스러운, 하찮은"
crazy,"정상이 아닌, 미친, 열광적인, 이상한, 말도 안되는"
triumph,"업적, 대성공, 승리함, 환희, 이기다"
import,"수입품, 수입, 중요성, 수입하다, 불러오다"
modest,"그다지 대단하지는 않은, 보통의, 겸손한, 얌전한, 수수한"
crystal,"결정체, 크리스탈, 수정"
margin,"여백, 차이, 여유, 추가 수당, 주변주"
castle,"성, 성곽, 저택, 성곽으로 둘러싸다"
wheat,"밀, 소맥"
egg,"알, 달걀, 계란, 난자"
smart,"똑똑한, 깔금한, 맵시 있는, 욱신거리다, 속상해 하다"
collapse,"붕괴되다, 무너지다, 쓰러지다, 실패하다"
controversy,"논란, 논쟁"
portrait,"초상화, 인물 사진, 묘사, 세로 방향의"
charity,"자선, 구호 단체, 너그러움, 관용"
stretch,"늘이다, 팽팽하게 펴다, 기지개를 켜다, 뻗어있다"
commit,"저지르다, 약속하다, 전념하다, 헌신하다"
tape,"테이프, 띠, 끈, 녹음하다, "
rid,"제거하다, 모면하게 하다"
adverse,"부정적인, 불리한"
restore,"회복시키다, 복원하다, 돌려주다"
pot,"냄비, 술, 병, 화분, 항아리, 화분에 심다"
interpret,"설명하다, 해석하다, 통역하다, 연주하다"
tough,"힘든, 어려운, 냉정한, 굳센, 튼튼한, 거친, 질긴, 부당한"
merit,"장점, 이점, 가치, 가점, 받을 만하다"
compromise,"타협, 절충, 타협하다, 굽히다, 위태롭게 하다"
manifest,"나타내다, 분명해지다, 분명한"
tribe,"부족, 종족, 집단, 족, 류"
butter,"버터, 버터를 바르다"
cure,"낫게하다, 치유하다, 고치다, 지유법, 해결책"
tide,"조수, 밀물과 ,썰물, 흐름, 물결, 파도"
medieval,중세의
critique,"비평, 평론, 비평하다"
regret,"후회하다, 유감스럽게 생각하다, 유감"
spare,"여분의, 예비용의, 여가의, 할애하다, 아끼다"
rope,"밧줄, 로프, 묶다"
mud,"진흙, 진창"
upset,"속상하게 만들다, 잘못되게 만들다, 혼란 상황, 속상함"
consist,"이루어져 있다, 존재하다, 양립하다"
severeignty,"통치권, 자주권, 자주"
gesture,"몸짓, 제스쳐, 기억시키다, 손짓을 하다"
intermediate,"중간의, 중급 수준인 사람"
recommend,"추천하다, 권고하다, 보기 좋게 만들다"
detect,"발견하다, 탐지하다, 간파하다"
humble,"겸손한, 변변치 않은, 미천한"
propose,"제안하다, 제의하다, 작정하다, 청혼하다, 제청하다"
tobacco,담배
shake,"흔들다, 털다, 떨다, 고개를 젓다, 악수를 하다"
bowl,"그릇, 통, 우묵한 부분, 볼, 공을 굴리다"
peer,"또래, 귀족, 유심히 보다"
immigration,"이주, 이민, 출입국 서비스"
keen,"열망하는, 열정적인 명민한, 이해가 빠른, 강함, 깊은, 예민한"
funeral,장례식
museum,"박물관, 도서관, 기념관"
assault,"폭행, 공격, 도전, 맹비난, 폭행하다, 괴롭히다"
flame,"불길, 걱정, 활활 타오르다, 빨갛게 만들다"
declare,"선언하다, 언명하다, 분명히 말하다, 신고하다"
license,"허가하다, 면허, 지나친 자유, 방종"
forgive,"용서하다, 양해하다, 빚을 탕감하다"
flood,"홍수, 쇄도, 폭주, 물에 잠기다, 범람하다, 쇄도하다"
attract,"마음을 끌다, 끌어들이다, 불러일으키다, 끌어당기다"
funny,"우스운, 웃기는, 재미있는, 기이한, 괴상한"
earn,"돈을 벌다, 올리다, 받다"
barrier,"장애물, 장벽, 한계, 벽"
cable,"케이블, 전선, 유선 사업자"
rage,"분노, 격노, 폭력 사태, 몹시 화를 내다, 급속히 번지다"
penalty,"처벌, 형벌, 벌금, 위약금, 불이익, 벌칙"
tremendous,"엄청난, 굉장한, 대단한"
solar,"태양의, 태양열을 이용한"
collobration,"공동 작업, 협력"
plasma,"플라즈마, 혈장"
portfolio,"서류 가방, 작품집, 유가증권 보유 알람표, 상품목록"
angel,"천사, 아주 친절한 사람"
wash,"씻다, 세탁하다, 물려오다, 휩쓸고 가다, 씻기, 빨래, 너울"
pregnant,"임신한, 그득한"
temper,"성질, 울화통, 누그러트리다, 담금질하다"
aunt,"고모, 이모, 숙모"
fame,"명성, 명예, 유명"
belt,"벨트, 허리띠, 지대, 강타, 벨트를 매다, 세게 치다, 강타 하다"
splendid,"정말 좋은, 훌륭한, 아주 인상적인"
theater,"극장, 영화관, 연극, 계단시 강당, 현장, 장면"
craft,"공예, 기술, 술책, 술수, 보트, 배, 항공기, 공예품"
lock,"잠그다, 고정시키다, 자물쇠, 움직이지 않는 상태"
calculate,"계산하다, 산출하다, 추정하다, 추산하다"
thread,"실, 가닥, 맥락, 줄기"
transform,"변형시키다, 완전히 바꿔 놓다, 탈바꿈시키다"
neglect,"방치하다, 도외시하다, 하지 않다, 방치, 소홀"
motive,"동기, 이유, 움직이게 하는, 원동력이 되는"
cord,"끈, 노끈, 줄, 전기선"
gospel,"복음, 신조, 주의, 절대적인 진리, 복음성가"
script,"대본, 원고"
plaintiff,"원고, 고소인"
sail,"항해하다, 출항하다, 기세 좋게 가다, 돛, 항해, 날개"
bid,"입찰하다, 값을 매기다, 얻으려 노력하다, 명령하다, 입찰, 시도"
gratitude,"고마움, 감사, 사의"
remedy,"치료, 처리 방안, 해결책, 구제 방법, 바로잡다, 개선하다"
vague,"희미한, 모호한, 애매한, 멍청한, 얼빠진것 같은"
myth,"신화, 근거 없는 믿음"
eliminate,"제거하다, 없애다, 탈락시키다, 죽이다"
sophisticated,"세련된, 교양있는, 정교한, 복잡한, 지적인"
graph,"그래프, 도표"
ceiling,"천장, 최대 한계"
pound,"파운드, 두드리다, 쿵쾅거리며 걷다, 빻다"
confirm,"사실임을 보여주다, 확정하다, 분명히 해주다"
predict,"예측하다, 예견하다"
tragedy,"비극, 비극 작품"
surrender,"항복하다, 투항하다, 포기하다, 항복, 양도"
emperor,"황제, 제왕, 천왕"
manual,"수동의, 손으로 하는, 육체노동의, 사용 설명서"
rhetoric,"미사여구, 수사법"
mature,"성숙한, 숙성된, 원숙한, 성숙해지다, 숙성하다"
fond,"애정을 느끼는, 즐기는, 다정한, 허황된 희망"
lamp,"램프, 전등"
salary,"급여, 봉급, 월급"
lens,"렌즈, 수정체"
folder,"서류철, 폴더"
disk,"동글납작한 판, 원반, 디스크"
tent,"텐트, 천막"
mask,"마스크, 복면, 팩, 가면"
tank,"탱크, 어항, 전차, 완전히 망하다, 포기하다"
preliminary,"예비의, 예비행위, 서두"
esteem,"존경, 존경하다, 생각하다"
campus,"교정, 구내"
thermal,"열의, 보온성이 좋은, 온천수가 나는"
bay,"만, 월계수 잎, 구역, 으르렁거리다, 항의하다"
flash,"번쩍이다, 휙 움직이다, 불현듯 들다, 섬광, 번쩍임"
rescue,"구하다, 구조하다, 구출, 구조"
fur,"털, 모피, 백태, 설태"
brush,"붓, 솔, 붓질, 가볍게 닿음, 솔질을 하다, 바르다"
chicken,"닭, 닭고기, 겁쟁이인"
resident,"거주자, 투숙객, 수련의, 거주하는"
miserable,"비참한, 비참하게 만드는, 항상 뚱한, 성질 나쁜, 보잘것 없는"
abundance,"풍부, 충만, 다량, 다수"
rigid,"엄격한, 융통성이 없는, 뻣뻣한, 단단한, 잘 휘지 않는"
drag,"끌다, 늑장부리다, 장애물, 지겨운 것, 끌림"
onset,"시작, 착수, 돌격, 엄습"
ruin,"망치다, 파산시키다, 붕괴, 몰락, 파산, 파탄, 파멸"
automatic,"자동의, 무의식적인, 자동적으로 따라오는, 오토매틱"
entity,"독립체, 본질, 존재"
boss,"상관, 상사, ~장, 사장"
regression,"퇴화, 복귀"
lonely,"외로운, 쓸쓸한, 인적이 드문"
palm,"손바닥, 야자과 나무, 손안에 감추다"
magnificent,"참으로 아름다운, 감명깊은, 훌륭한"
earnest,"성실한, 진심어린, 계약금, 약조금, 징조, 전조"
tear,"눈물, 울움, 찢다, 뜯다, 구멍을 뚫다"
pile,"포개 놓은것, 더미, 무더기, 쌓다, 집어 얹다, 우르르 가다"
sink,"가라앉다, 침몰시키다, 주저앉다, 줄어들다, 작아지다, 싱크대"
substitute,"대리자, 대용품, 교체 선수, 대신하다, 대치되다"
exit,"출구, 퇴장, 떠남, 나가다, 떠나다, 퇴장하다"
fabric,"직물, 천, 구조, 기본 구조"
efficacy,"효험, 효능"
supper,"저녁 식사, 만찬, 야식"
hatred,"증오, 혐오, 싫어함"
wicked,"못된, 사악한, 짓궃은, 위험한, 강력한, 아주 좋은"
episode,"사건, 에피소드"
query,"문의, 의문, 물음표, 문의하다, 의문을 제가하다, 묻다"
adventure,"모험, 모험심, 모험을 해보다, 위험을 무릅쓰다"
clerk,"점원, 사무원, 직원, 서기, 사무원으로 일하다"
rival,"경쟁자, 필적하다"
convince,"납득시키다, 확신시키다, 설득하다"
fold,"접다, 감싸다, 중단하다, 주름, 접힌 부분"
reject,"거절하다, 거부하다, 불합격시키다, 거부반응을 보이다"
lung,"폐, 허파"
arbitrary,"임의적인, 제멋대로인, 전횡을 일삼는, 독단적인"
merchant,"상인, 무역상, 해운의, 상선의"
pollution,"오염, 공해, 오염 물질"
fierce,"사나운, 험악한, 격렬한, 맹렬한, 극심한"
undertake,"착수하다, 약속하다, 동의하다"
apparatus,"기구, 장치, 조직체, 기관"
exceed,"초과하다, 넘다, 넘어서다, 초월하다"
misery,"고통, 빈곤, 불평이 많은 사람"
circumstance,"환경, 상황, 정황, 형편"
continent,"대륙, 본토, 자제심 있는, 극기의"
cheese,"치즈, 안성맞춤의 것, 중요 인물, 유력자, 그만두다"
breach,"위반, 저버림, 파괴, 관계 단절, 위반하다, 구멍을 뚫다"
petition,"진정, 탄원, 신청서, 진정하다, 신청서를 내다"
sustain,"살아가게 하다, 지속시키다, 견디다, 인정하다"
voyage,"항해, 여행, 여행하다, 항해하다"
metaphor,"은유, 비유"
humor,"유머, 익살, 해학"
cease,"중단되다, 중단시키다, 그치다"
ambition,"야망, 포부, 야심, 의욕"
bath,"욕조, 목욕, 용기, 목욕시키다, 목욕하다"
arrow,"화살, 화살표"
neighbor,"이웃, 옆자리 사람, 가까이 있는 사람, 조력자, 이웃의"
lecture,"강의, 강연, 잔소리, 설교, 강의하다, 잔소리를 하다"
engineer,"기술자, 수리공, 수작을 부리다, 제작하다, 유전자를 조작하다"
studio,"스튜디오, 영화사, 작업실, 연습실, 원룸"
imply,"넌지시 나타내다, 암시하다, 의미하다"
convey,"전달하다, 전하다, 실어 나르다, 운반하다"
thorough,"빈틈없는, 철두철미한, 철저한"
autumn,가을
